"age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","bankable"
49,"Private",175958,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,80,"United-States",">50K"
36,"Private",29984,"12th",8,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
17,"Private",220384,"11th",7,"Never-married","Adm-clerical","Own-child","White","Male",0,0,15,"United-States","<=50K"
19,"Self-emp-not-inc",36012,"Some-college",10,"Never-married","Craft-repair","Own-child","White","Male",0,0,20,"United-States","<=50K"
49,"Private",31339,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
43,"State-gov",227910,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",">50K"
19,"Local-gov",167816,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
58,"Self-emp-not-inc",81642,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K"
30,"Private",241259,"Assoc-voc",11,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
21,"Private",163870,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
22,"Self-emp-not-inc",361280,"Bachelors",13,"Never-married","Prof-specialty","Own-child","Asian-Pac-Islander","Male",0,0,20,"India","<=50K"
34,"Self-emp-not-inc",196791,"Assoc-acdm",12,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,25,"United-States",">50K"
31,"Private",51259,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,47,"United-States","<=50K"
41,"Private",293791,"Assoc-voc",11,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,55,"United-States","<=50K"
35,"Self-emp-inc",289430,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"Mexico",">50K"
36,"Private",51100,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
58,"Local-gov",205267,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",">50K"
53,"Private",288020,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"Japan","<=50K"
34,"State-gov",50178,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,38,"United-States","<=50K"
63,"Federal-gov",124244,"HS-grad",9,"Widowed","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
42,"?",184018,"Some-college",10,"Divorced","?","Unmarried","White","Male",0,0,40,"United-States","<=50K"
31,"Private",184307,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"Jamaica",">50K"
19,"Private",194608,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","<=50K"
20,"Private",230891,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
56,"Self-emp-not-inc",200235,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","<=50K"
24,"?",35633,"Some-college",10,"Never-married","?","Not-in-family","White","Male",0,0,40,"?","<=50K"
51,"Private",302847,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,54,"United-States","<=50K"
28,"State-gov",445824,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,50,"United-States",">50K"
26,"Private",227332,"Bachelors",13,"Never-married","Transport-moving","Unmarried","Asian-Pac-Islander","Male",0,0,40,"?","<=50K"
20,"Private",275691,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,28,"United-States","<=50K"
40,"Private",182302,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
20,"Private",411862,"Assoc-voc",11,"Never-married","Other-service","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
47,"Private",183013,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
58,"?",169982,"Some-college",10,"Married-civ-spouse","?","Husband","White","Male",0,0,40,"United-States",">50K"
22,"Private",188544,"Assoc-voc",11,"Never-married","Adm-clerical","Own-child","White","Female",0,0,30,"United-States","<=50K"
50,"State-gov",356619,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,48,"United-States",">50K"
47,"Private",45857,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
32,"Private",202952,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
44,"Private",167725,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
59,"Federal-gov",43280,"Some-college",10,"Never-married","Exec-managerial","Own-child","Black","Female",0,0,40,"United-States","<=50K"
19,"Private",187161,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,25,"United-States","<=50K"
49,"Local-gov",116892,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
59,"Private",151616,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States","<=50K"
38,"Private",79619,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,42,"United-States",">50K"
22,"?",42004,"Some-college",10,"Never-married","?","Own-child","White","Male",0,0,30,"United-States","<=50K"
37,"Private",203070,"Some-college",10,"Separated","Adm-clerical","Own-child","White","Male",0,0,62,"United-States","<=50K"
48,"Private",349151,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
38,"Private",22245,"Masters",14,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,72,"?",">50K"
29,"Private",236436,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
42,"Self-emp-not-inc",166813,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K"
75,"Self-emp-not-inc",208426,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States","<=50K"
41,"Self-emp-not-inc",209344,"HS-grad",9,"Married-civ-spouse","Sales","Other-relative","White","Female",0,0,40,"Cuba","<=50K"
42,"Private",65372,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
55,"Private",326297,"HS-grad",9,"Separated","Adm-clerical","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
65,"Self-emp-not-inc",167414,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,59,"United-States",">50K"
52,"Federal-gov",202452,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,43,"United-States","<=50K"
57,"Private",141326,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
53,"Private",89534,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,48,"United-States",">50K"
69,"?",195779,"Assoc-voc",11,"Widowed","?","Not-in-family","White","Female",0,0,1,"United-States","<=50K"
22,"Self-emp-inc",153516,"Some-college",10,"Never-married","Craft-repair","Own-child","White","Male",0,0,35,"United-States","<=50K"
37,"Private",387430,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,37,"United-States","<=50K"
20,"Private",232577,"Some-college",10,"Never-married","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
42,"Private",342865,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
63,"Self-emp-not-inc",795830,"1st-4th",2,"Widowed","Other-service","Unmarried","White","Female",0,0,30,"El-Salvador","<=50K"
39,"Private",278403,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,65,"United-States","<=50K"
46,"Private",279661,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,35,"United-States","<=50K"
29,"Federal-gov",301010,"Some-college",10,"Never-married","Armed-Forces","Not-in-family","Black","Male",0,0,60,"United-States","<=50K"
29,"Private",419721,"HS-grad",9,"Never-married","Other-service","Unmarried","Black","Female",0,0,40,"Japan","<=50K"
36,"Self-emp-not-inc",180686,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","<=50K"
30,"Private",209103,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,48,"United-States","<=50K"
51,"Private",179646,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
48,"Private",55237,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States",">50K"
17,"?",138507,"10th",6,"Never-married","?","Own-child","White","Male",0,0,20,"United-States","<=50K"
47,"Private",256522,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"?","<=50K"
23,"Private",275244,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","Black","Male",0,0,35,"United-States","<=50K"
35,"Private",184117,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
34,"Private",467108,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States",">50K"
39,"Private",191161,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
58,"Private",132606,"5th-6th",3,"Divorced","Machine-op-inspct","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
31,"Private",42900,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,37,"United-States","<=50K"
20,"Private",444554,"10th",6,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
46,"Self-emp-inc",98929,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,52,"United-States","<=50K"
41,"Private",102332,"HS-grad",9,"Divorced","Sales","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
44,"Self-emp-not-inc",230684,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,55,"United-States","<=50K"
54,"Private",449257,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
25,"Private",208999,"Some-college",10,"Separated","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
45,"Private",127303,"Some-college",10,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,45,"United-States","<=50K"
37,"Private",349116,"HS-grad",9,"Never-married","Sales","Not-in-family","Black","Male",0,0,44,"United-States","<=50K"
19,"?",194095,"Some-college",10,"Never-married","?","Own-child","White","Male",0,0,40,"United-States","<=50K"
19,"Federal-gov",234151,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
42,"Private",230624,"10th",6,"Never-married","Transport-moving","Unmarried","White","Male",0,0,40,"United-States",">50K"
50,"Private",137815,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States",">50K"
55,"Private",325007,"Assoc-acdm",12,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,25,"United-States","<=50K"
33,"Private",130021,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
43,"Self-emp-inc",196945,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","Asian-Pac-Islander","Male",0,0,78,"Thailand","<=50K"
39,"Private",24342,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
53,"Private",34368,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
52,"Self-emp-not-inc",173839,"10th",6,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","<=50K"
28,"State-gov",73211,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","Asian-Pac-Islander","Male",0,0,20,"United-States","<=50K"
49,"Private",147322,"Assoc-voc",11,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"Peru","<=50K"
32,"Private",180871,"Assoc-voc",11,"Divorced","Sales","Not-in-family","White","Male",0,0,50,"United-States",">50K"
35,"State-gov",211115,"Some-college",10,"Never-married","Protective-serv","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
58,"Self-emp-inc",183870,"10th",6,"Married-civ-spouse","Transport-moving","Wife","White","Female",0,0,40,"United-States","<=50K"
36,"Private",336595,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
38,"Private",27997,"Assoc-voc",11,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
50,"Private",30447,"Assoc-voc",11,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States","<=50K"
41,"Self-emp-inc",94113,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
30,"Private",177675,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",">50K"
24,"Private",42706,"Assoc-voc",11,"Never-married","Protective-serv","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
28,"Local-gov",216481,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
69,"State-gov",208869,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,11,"United-States","<=50K"
47,"Private",34248,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,38,"United-States","<=50K"
37,"Private",175232,"Masters",14,"Divorced","Exec-managerial","Unmarried","White","Male",0,0,60,"United-States",">50K"
26,"Private",101150,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,41,"United-States","<=50K"
45,"Private",103538,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
28,"Self-emp-inc",210295,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",">50K"
19,"Private",225775,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
42,"Private",245317,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
25,"Private",224943,"Some-college",10,"Married-spouse-absent","Prof-specialty","Unmarried","Black","Male",0,0,40,"United-States","<=50K"
66,"Self-emp-not-inc",298834,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","<=50K"
44,"Private",123983,"Bachelors",13,"Divorced","Other-service","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"China","<=50K"
46,"Private",155489,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,58,"United-States",">50K"
20,"Private",170800,"Some-college",10,"Never-married","Farming-fishing","Own-child","White","Female",0,0,40,"United-States","<=50K"
20,"Private",231286,"Some-college",10,"Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,15,"United-States","<=50K"
30,"Private",197058,"Assoc-acdm",12,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
26,"State-gov",197156,"HS-grad",9,"Divorced","Adm-clerical","Own-child","White","Female",0,0,30,"United-States","<=50K"
17,"Private",163494,"10th",6,"Never-married","Sales","Own-child","White","Male",0,0,30,"United-States","<=50K"
38,"Private",180342,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
41,"Self-emp-not-inc",195124,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,0,50,"?","<=50K"
25,"Private",352057,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,65,"United-States","<=50K"
45,"Private",149640,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
47,"Private",111797,"Some-college",10,"Never-married","Other-service","Not-in-family","Black","Female",0,0,35,"Outlying-US(Guam-USVI-etc)","<=50K"
